,price,year,condition,cylinders,odometer,title_status,transmission,drive,size,lat,long,weather
3696,22890,2014,3,8,80930,clean,automatic,4wd,full-size,43.154604,-75.930805,53.0
3697,20697,2010,2,8,46722,clean,automatic,4wd,full-size,40.335245,-76.488033,53.0
3698,4999,1997,2,8,154162,clean,automatic,rwd,mid-size,43.372639,-124.212531,50.0
3699,6950,2009,3,8,181722,clean,automatic,4wd,mid-size,42.64387,-84.0733,45.0
3700,31990,2016,3,6,9470,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3703,8888,2004,3,8,149347,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
3705,16995,2014,4,8,84000,clean,automatic,rwd,full-size,31.615281,-97.108939,67.0
3708,1800,1994,3,8,170,clean,automatic,rwd,full-size,41.417577,-72.745824,51.0
3709,12995,2010,3,8,96121,clean,automatic,rwd,mid-size,44.52039,-88.06645,45.0
3710,24500,2010,4,8,68524,clean,automatic,4wd,full-size,61.124559,-149.909995,29.0
3712,34299,2016,3,6,23632,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3714,23900,2015,3,6,117289,clean,automatic,4wd,mid-size,43.61176,-84.75844000000001,45.0
3715,17988,2013,2,6,130480,clean,automatic,4wd,full-size,36.137597,-86.761799,59.0
3716,12488,2010,3,8,27162,clean,automatic,rwd,mid-size,29.65188,-95.56775,67.0
3717,15499,2013,2,8,53641,clean,automatic,4wd,full-size,47.5098,-111.2734,40.0
3719,13950,2013,3,8,138342,clean,automatic,4wd,full-size,38.759104,-94.825487,51.0
3720,3700,2002,1,8,210000,clean,automatic,4wd,full-size,44.5463,-88.1021,45.0
3721,30995,2016,3,6,37116,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3723,32995,2016,3,8,40403,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3725,7500,2004,2,8,183000,clean,automatic,rwd,full-size,35.645438,-88.851003,59.0
3726,6500,2011,4,8,155000,clean,automatic,rwd,sub-compact,32.9185,-96.6775,67.0
3727,24595,2013,3,6,95891,clean,automatic,4wd,full-size,42.701772,-89.00885799999999,45.0
3728,11950,2007,3,8,77533,clean,automatic,4wd,full-size,37.286501,-80.056719,55.0
3729,19770,2014,3,6,137774,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
3730,15950,2012,2,6,96243,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
3731,6900,2007,3,6,139079,clean,automatic,rwd,full-size,29.673984,-95.270656,67.0
3732,18499,2015,3,6,77004,clean,automatic,rwd,full-size,39.829891,-75.125281,52.0
3733,42000,2016,3,6,36300,clean,automatic,4wd,full-size,39.626545,-106.072912,45.0
3734,9660,2006,3,8,179931,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
3735,28900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
3737,20770,2012,3,6,118690,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
3738,1800,1997,1,8,224000,clean,automatic,rwd,mid-size,38.593367,-92.271423,52.0
3739,4000,1978,2,8,94030,clean,automatic,rwd,full-size,41.382884,-73.074017,51.0
3740,8995,2006,3,8,115500,clean,automatic,rwd,full-size,38.951674,-92.332541,52.0
3742,20660,2014,3,6,106855,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
3743,23950,2014,3,8,79350,clean,automatic,4wd,full-size,33.277106,-87.09119799999999,61.0
3744,10998,2008,2,8,134838,clean,automatic,rwd,full-size,39.413087,-81.448684,49.0
3745,22890,2014,3,8,80930,clean,automatic,4wd,full-size,43.154058,-75.931234,53.0
3746,31995,2014,3,6,50625,clean,automatic,4wd,mid-size,34.59723,-112.3173,71.0
3747,3300,2006,2,6,180,clean,automatic,rwd,full-size,39.6224,-86.149,48.0
3749,5500,2005,4,8,141569,clean,automatic,4wd,full-size,40.863533,-74.097087,52.0
3750,6950,2011,2,6,169257,clean,automatic,rwd,full-size,38.692648,-82.857744,49.0
3751,350,2000,1,6,131536,clean,manual,4wd,full-size,41.9697,-74.0668,53.0
3752,9995,2008,3,8,93000,clean,automatic,rwd,full-size,32.207754,-110.890427,71.0
3754,5650,2002,2,8,176733,clean,automatic,4wd,full-size,41.875262,-84.018623,45.0
3755,19977,2015,3,6,80941,clean,automatic,rwd,full-size,27.848654,-82.69031600000001,65.0
3756,13300,2012,3,6,105000,clean,automatic,4wd,full-size,45.8768,-95.1332,43.0
3757,21000,2013,3,6,75000,clean,automatic,4wd,full-size,41.8967,-93.4001,47.0
3758,4200,2004,2,8,191000,clean,automatic,4wd,full-size,38.4604,-78.1572,55.0
3759,26500,2014,3,6,43848,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
3760,16013,2008,3,8,109381,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
3761,14500,2010,3,8,72000,clean,automatic,4wd,full-size,40.7446,-73.9345,53.0
3763,7950,2007,2,8,142806,clean,automatic,4wd,full-size,44.861013,-91.64787700000001,45.0
3765,5800,2006,3,6,112413,clean,automatic,rwd,full-size,28.079232,-80.674959,65.0
3766,2100,1995,1,8,56000,clean,automatic,4wd,full-size,32.5137,-93.6404,67.0
3767,10300,2008,2,8,163000,lien,automatic,4wd,full-size,39.490623,-74.558727,52.0
3768,6987,2001,3,8,177818,clean,automatic,4wd,full-size,44.634426,-123.085706,50.0
3769,27550,2011,3,8,46096,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3770,19995,2012,3,6,134561,clean,automatic,4wd,full-size,45.132961,-94.52780200000001,43.0
3772,21995,2013,2,6,107739,clean,automatic,fwd,full-size,41.686718,-86.012028,48.0
3773,13988,2011,2,6,146699,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
3774,1200,1994,2,6,164273,clean,manual,rwd,full-size,44.7894,-85.4884,45.0
3775,5000,2007,1,8,220700,clean,automatic,4wd,full-size,43.548846,-96.790914,38.0
3776,27480,2014,3,6,47301,clean,automatic,4wd,mid-size,32.965063,-96.91330400000001,67.0
3777,9500,1976,2,8,65894,clean,automatic,rwd,full-size,30.551883,-91.044731,67.0
3778,14900,2014,3,8,63745,clean,automatic,rwd,full-size,36.277213,-80.339822,56.0
3779,26950,2014,2,8,69659,clean,automatic,4wd,full-size,33.512633,-86.79777,61.0
3781,59995,2017,2,6,24737,clean,automatic,4wd,full-size,42.50482299999999,-92.405569,47.0
3782,21480,2013,3,8,64412,rebuilt,automatic,4wd,full-size,44.409843,-89.881957,45.0
3783,3900,2000,2,8,280000,clean,automatic,rwd,mid-size,33.621,-117.9321,59.0
3784,12995,2008,3,8,108477,clean,automatic,4wd,full-size,45.004501,-90.317059,45.0
3785,11500,2008,2,8,99040,lien,automatic,4wd,full-size,38.0995,-78.4085,55.0
3786,22299,2013,2,8,56500,clean,automatic,4wd,full-size,35.590431,-77.014881,56.0
3787,1300,1990,3,8,156335,clean,automatic,rwd,full-size,44.7692,-123.339185,50.0
3789,5495,2006,2,6,175000,clean,automatic,rwd,full-size,37.13284,-95.78558000000001,51.0
3791,6999,1998,3,8,180261,clean,automatic,4wd,full-size,42.42807,-123.330875,50.0
3794,7488,2010,2,8,103470,clean,automatic,rwd,full-size,28.665045,-82.111604,65.0
3795,27000,2012,3,8,31250,clean,automatic,4wd,full-size,41.634586,-71.00408,50.0
3797,15250,2013,3,6,70332,clean,automatic,rwd,full-size,30.421564,-87.25144,65.0
3799,21495,2013,3,8,64412,rebuilt,automatic,4wd,full-size,44.409843,-89.881957,45.0
3800,4500,1998,1,8,126700,clean,manual,rwd,full-size,37.099509,-85.316384,50.0
3801,32995,2014,3,6,89367,clean,automatic,4wd,full-size,31.732124,-106.364833,67.0
3803,35000,2015,3,8,37000,clean,automatic,4wd,full-size,45.8817,-95.382,43.0
3805,1,2014,2,6,109779,clean,automatic,4wd,full-size,38.172315,-85.711007,50.0
3806,13900,2005,3,8,99900,clean,automatic,4wd,full-size,36.6218,-79.4124,55.0
3807,25990,2013,3,8,37419,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3808,11000,2007,2,8,152000,clean,automatic,4wd,full-size,37.66894600000001,-92.643111,52.0
3809,13991,2013,2,6,103387,clean,automatic,4wd,full-size,37.650441,-97.335104,51.0
3810,36500,2015,3,6,36378,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
3811,9995,2007,2,8,177415,clean,other,4wd,full-size,45.049163,-93.035945,43.0
3813,39900,2016,2,8,29363,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
3814,7977,2005,2,8,159323,clean,automatic,4wd,full-size,42.345504,-88.269936,48.0
3815,17499,2015,3,6,77004,clean,automatic,rwd,full-size,39.829891,-75.125281,52.0
3816,1,1987,1,8,73500,clean,automatic,4wd,full-size,40.547,-122.34,59.0
3817,8600,2004,2,8,93000,clean,automatic,rwd,full-size,36.7103,-121.6438,59.0
3818,15950,2014,2,8,122545,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
3819,28995,2014,3,6,136873,clean,automatic,4wd,full-size,31.732124,-106.364833,67.0
3820,7250,2007,3,8,121434,clean,automatic,rwd,full-size,27.875196,-82.786723,65.0
3823,5900,2003,3,8,142000,clean,automatic,4wd,full-size,42.3542,-88.2294,48.0
3824,19999,2011,2,6,81281,clean,automatic,4wd,full-size,38.976487,-88.160859,48.0
3825,28500,2016,3,6,32000,clean,automatic,rwd,full-size,33.3782,-111.6406,71.0
3826,23500,2013,2,8,116000,clean,automatic,4wd,full-size,30.2971,-97.8181,67.0
3827,10900,2010,3,8,0,clean,automatic,4wd,full-size,32.252974,-110.97871,71.0
3829,15000,2013,2,8,70000,lien,automatic,4wd,full-size,60.1329,-149.3985,29.0
3830,27299,2015,3,6,56128,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
3831,13999,2009,2,8,148593,clean,automatic,4wd,full-size,35.56523,-97.563402,57.0
3833,20950,2012,2,6,135480,clean,automatic,4wd,full-size,30.649625,-88.127994,61.0
3835,10000,2013,2,6,90000,clean,automatic,fwd,full-size,39.590227,-77.86454300000001,52.0
3836,7450,2007,3,8,143074,clean,automatic,4wd,mid-size,42.64387,-84.0733,45.0
3838,4000,2006,2,8,187000,clean,automatic,rwd,full-size,30.4224,-97.7967,67.0
3839,6300,2006,2,8,193700,clean,automatic,4wd,full-size,31.7677,-106.3016,67.0
3843,7700,2007,2,8,123000,clean,automatic,rwd,full-size,43.270118,-86.25206800000001,45.0
3844,31225,2016,3,8,56202,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3846,26797,2011,3,8,46096,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3847,25469,2014,2,8,122725,clean,automatic,4wd,full-size,31.607642,-89.196805,61.0
3848,21900,2012,4,4,95200,clean,automatic,4wd,full-size,43.651753,-94.45321,43.0
3850,7499,2007,2,8,82115,clean,automatic,rwd,full-size,39.10308,-80.159391,52.0
3851,6900,2001,2,8,142000,clean,automatic,4wd,full-size,44.9545,-92.0752,45.0
3852,4000,1999,2,8,172000,clean,manual,rwd,full-size,31.7677,-106.3016,67.0
3853,2500,1995,2,8,131,clean,automatic,rwd,full-size,30.4752,-87.6992,61.0
3855,11900,1990,2,8,10000,clean,automatic,4wd,full-size,39.657411,-91.734208,52.0
3856,17995,2012,3,8,107000,clean,automatic,4wd,full-size,32.25,-110.8869,71.0
3857,24999,2011,4,8,67000,clean,automatic,4wd,full-size,42.868175,-85.862086,45.0
3858,15995,2010,3,8,90260,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
3859,16990,2010,3,8,73285,clean,automatic,4wd,full-size,43.204762,-75.440834,53.0
3860,2150,1993,2,6,176000,clean,manual,rwd,full-size,37.3489,-120.6028,59.0
3861,2995,2004,1,8,248266,clean,automatic,4wd,full-size,41.683682,-69.996514,50.0
3863,14990,2010,3,8,150877,clean,automatic,4wd,full-size,44.7851,-88.6036,45.0
3865,18950,2010,3,8,145278,clean,automatic,4wd,full-size,37.286501,-80.056719,55.0
3866,6995,2003,3,8,167662,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
3867,8995,2003,3,8,105823,clean,automatic,4wd,full-size,41.78172199999999,-72.533825,51.0
3869,17699,2011,3,6,71026,clean,automatic,rwd,mid-size,43.78124,-88.50265,45.0
3870,32995,2016,3,8,25711,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3871,10900,2010,2,8,170000,clean,automatic,4wd,full-size,46.8936,-102.0367,38.0
3873,18950,2010,3,8,145278,clean,automatic,4wd,full-size,37.286501,-80.056719,55.0
3874,28787,2016,4,6,103356,clean,automatic,4wd,full-size,32.18182,-90.13761099999999,61.0
3875,27850,2013,3,6,60852,clean,automatic,4wd,full-size,47.830597,-110.662694,40.0
3877,12995,2008,4,8,101420,clean,automatic,4wd,full-size,61.166252,-149.857916,29.0
3878,36500,2017,3,6,45000,lien,automatic,4wd,full-size,44.0296,-84.4968,45.0
3879,7500,2006,3,8,219918,clean,automatic,4wd,full-size,35.872198,-80.156966,56.0
3880,3900,2006,2,8,233000,clean,automatic,rwd,full-size,35.881357,-80.100972,56.0
3881,10900,2010,3,8,0,clean,automatic,4wd,full-size,32.252974,-110.97871,71.0
3883,28999,2013,3,6,88485,clean,automatic,4wd,full-size,35.839694,-86.387087,59.0
3884,12900,2010,4,8,36137,salvage,automatic,4wd,mid-size,34.9803,-81.9168,60.0
3885,7250,2007,3,8,121434,clean,automatic,rwd,full-size,27.873066,-82.78672900000001,65.0
3886,1250,1987,2,8,126000,clean,automatic,rwd,full-size,48.749,-122.4887,50.0
3887,19998,2012,2,8,95340,clean,automatic,4wd,full-size,42.3899,-122.9222,50.0
3888,14995,2010,2,8,136000,clean,automatic,rwd,full-size,33.946412,-117.295118,59.0
3889,15950,2014,2,8,122545,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
3890,9995,1994,2,8,178785,clean,automatic,rwd,full-size,34.947213,-89.44095300000001,61.0
3891,26000,2015,4,8,45000,clean,automatic,rwd,full-size,42.26065999999999,-84.40386600000001,45.0
3893,20900,2013,3,6,104953,clean,automatic,4wd,full-size,28.35742,-80.695708,65.0
3894,14950,2014,2,8,139325,clean,other,4wd,full-size,38.692648,-82.857744,49.0
3895,500,1999,1,6,250000,clean,automatic,rwd,full-size,44.4993,-69.9903,44.0
3896,45500,2015,3,8,36225,clean,automatic,4wd,full-size,38.496277,-90.16539,48.0
3897,6800,2007,2,8,125000,clean,automatic,4wd,full-size,44.486728,-73.191558,44.0
3898,28500,2017,4,6,24000,clean,automatic,4wd,full-size,43.2291,-77.3088,53.0
3899,7500,2010,2,8,142774,clean,automatic,4wd,full-size,28.079232,-80.674959,65.0
3900,6451,1996,4,8,129000,clean,automatic,rwd,full-size,39.753467,-84.11104399999999,49.0
3901,10995,2004,3,8,102000,clean,automatic,4wd,full-size,39.814484,-76.992882,53.0
3903,6000,2005,3,8,161000,clean,automatic,4wd,full-size,45.7862,-87.9047,45.0
3904,3500,1991,2,8,140,clean,automatic,4wd,full-size,34.277845,-87.82879399999999,61.0
3905,17995,2012,2,6,125325,clean,automatic,rwd,full-size,35.661076,-78.703988,56.0
3906,9995,2004,3,8,149347,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
3907,16995,2012,2,8,85461,clean,automatic,4wd,full-size,44.688806,-90.20024000000001,45.0
3908,11995,2006,3,8,121978,clean,automatic,rwd,full-size,38.159627,-85.69770799999999,50.0
3909,3995,2000,2,8,124860,clean,automatic,rwd,full-size,39.715206,-84.124328,49.0
3911,26400,2014,3,6,67630,clean,automatic,4wd,full-size,38.584848,-89.985587,48.0
3912,21795,2015,2,6,103217,clean,automatic,4wd,full-size,35.796126,-78.554108,56.0
3914,10995,2007,3,8,64000,clean,automatic,4wd,full-size,41.9296,-71.3009,50.0
3915,11990,2007,3,8,157691,clean,automatic,4wd,full-size,44.7851,-88.6036,45.0
3916,2500,1999,2,8,216000,clean,automatic,4wd,full-size,42.9295,-89.387,45.0
3917,12000,2006,3,8,120000,clean,automatic,4wd,full-size,40.585249,-122.364055,59.0
3918,6500,2007,2,8,148000,clean,automatic,rwd,full-size,37.118052,-93.480523,52.0
3919,3750,1998,3,8,50000,clean,automatic,rwd,full-size,41.581916,-81.56455799999999,49.0
3920,1000,2001,1,8,37000,clean,automatic,4wd,full-size,44.411053,-74.09128199999999,53.0
3921,1500,2002,1,8,256000,rebuilt,automatic,4wd,full-size,38.3249,-83.0007,50.0
3923,6950,2004,4,8,50425,clean,automatic,rwd,full-size,27.872735,-82.787042,65.0
3924,1000,1991,2,8,104000,clean,automatic,4wd,full-size,42.4182,-90.4195,48.0
3925,39900,2016,2,8,29363,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
3926,36500,2016,3,8,39980,clean,automatic,rwd,full-size,30.2077,-92.0656,67.0
3928,2750,2005,2,8,230130,clean,automatic,4wd,full-size,45.014241,-93.22077900000001,43.0
3930,11995,2006,3,8,121978,clean,automatic,rwd,full-size,38.159627,-85.69770799999999,50.0
3931,13700,2006,3,8,82000,clean,automatic,4wd,full-size,44.815765,-93.21313,43.0
3932,7600,2008,2,8,190000,clean,automatic,4wd,full-size,40.835839,-81.131973,49.0
3935,17950,2012,3,8,115212,clean,automatic,4wd,full-size,42.944251,-83.730441,45.0
3936,18625,2010,2,8,197338,clean,automatic,4wd,full-size,40.1779,-105.1009,45.0
3937,24750,2017,4,6,40000,clean,automatic,rwd,full-size,32.4671,-90.1087,61.0
3939,21890,2016,3,6,46203,clean,automatic,rwd,full-size,43.15455900000001,-75.931234,53.0
3940,11995,2008,2,8,73000,clean,automatic,4wd,full-size,42.728,-71.181,50.0
3941,6863,2004,2,8,139423,clean,automatic,4wd,full-size,40.8965,-75.367,53.0
3942,26987,2015,3,6,95400,clean,automatic,4wd,full-size,37.911918,-84.559276,50.0
3943,39900,2016,2,6,74544,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
3944,2900,2003,3,6,59707,salvage,manual,rwd,full-size,25.90552,-97.473786,67.0
3946,35976,2016,3,6,22375,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
3948,19500,2011,3,8,110205,clean,automatic,rwd,full-size,35.4858,-80.794,56.0
3950,26566,2014,3,8,61000,clean,automatic,4wd,full-size,39.626529,-106.072891,45.0
3951,11999,2008,3,8,113589,clean,automatic,rwd,full-size,37.609783,-120.995406,59.0
3952,10000,2008,2,8,154042,clean,automatic,4wd,full-size,40.902588,-81.150479,49.0
3953,34855,2016,2,8,15829,clean,automatic,4wd,full-size,43.078373,-92.31780400000001,47.0
3954,18995,2010,2,8,113256,clean,automatic,4wd,full-size,39.733601,-94.828925,52.0
3955,30900,2015,3,6,59487,clean,automatic,4wd,full-size,32.26305,-95.306761,67.0
3956,11995,2009,3,8,135702,clean,automatic,rwd,full-size,38.159627,-85.69770799999999,50.0
3959,1900,1997,2,8,182000,clean,automatic,4wd,full-size,44.8718,-91.9265,45.0
3960,20995,2010,3,8,128836,clean,automatic,4wd,full-size,38.588302,-89.923783,48.0
3961,24988,2012,4,6,85572,clean,automatic,4wd,full-size,30.457626,-84.347076,65.0
3962,17998,2008,3,8,109381,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
3964,34995,2015,3,6,63373,clean,automatic,4wd,full-size,45.832707,-95.388536,43.0
3965,6995,1996,2,8,151170,clean,manual,4wd,full-size,33.27424,-86.81088299999999,61.0
3968,9395,2011,2,8,192145,clean,automatic,4wd,full-size,39.073454,-95.664519,51.0
3969,9900,2005,3,8,0,clean,automatic,4wd,full-size,32.252974,-110.97871,71.0
3970,14995,2009,3,8,136101,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
3971,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
3972,13500,2007,2,8,250150,clean,automatic,4wd,full-size,44.1078,-92.4053,43.0
3974,17800,2011,3,8,142500,clean,automatic,4wd,full-size,30.18235,-97.971954,67.0
3975,2000,1990,2,8,158000,clean,manual,fwd,full-size,39.7848,-88.0001,48.0
3976,16900,2011,2,8,131146,clean,automatic,4wd,full-size,38.837468,-104.791342,45.0
3977,20995,2013,3,6,112940,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3978,13500,2011,3,6,110450,clean,automatic,rwd,full-size,34.8854,-89.6763,61.0
3979,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
3980,16995,2012,2,8,85461,clean,automatic,4wd,full-size,44.688806,-90.20024000000001,45.0
3981,17900,2014,3,8,63745,clean,automatic,rwd,full-size,36.277213,-80.339822,56.0
3982,7995,2004,2,8,128153,clean,automatic,4wd,full-size,41.686718,-86.012028,48.0
3983,18500,2012,3,8,57000,rebuilt,automatic,4wd,full-size,40.254049,-76.03599100000001,53.0
3984,5995,2000,2,8,121222,clean,automatic,rwd,full-size,42.952265,-87.879726,45.0
3985,11995,2012,2,8,210042,clean,automatic,4wd,full-size,42.03519,-91.559347,47.0
3988,1800,2002,2,8,214500,clean,automatic,4wd,full-size,36.604332,-121.889319,59.0
3989,25965,2015,3,6,134353,clean,automatic,4wd,full-size,33.843197,-87.248745,61.0
3990,9988,2009,2,8,122504,clean,automatic,rwd,full-size,29.918372,-81.32510699999999,65.0
3992,7900,2005,3,8,123000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
3994,13995,2007,3,8,154569,clean,automatic,4wd,full-size,36.694016,-79.89585,55.0
3995,27439,2016,3,6,55037,clean,automatic,rwd,mid-size,27.15356,-80.21936,65.0
3996,30995,2016,3,8,41503,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
3997,2000,1977,2,8,23489,clean,automatic,4wd,full-size,38.9268,-78.1796,55.0
3998,15500,2011,3,8,88155,clean,automatic,4wd,full-size,37.520556,-122.286841,59.0
3999,21551,2012,3,6,108756,clean,automatic,4wd,full-size,43.97368,-88.583361,45.0
4000,16999,2013,2,6,86039,clean,automatic,4wd,full-size,40.688186,-89.683674,48.0
4001,6500,2002,3,8,173,rebuilt,automatic,4wd,full-size,47.7374,-117.4352,50.0
4002,14995,2010,3,8,120715,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
4004,29995,2016,3,6,22726,clean,automatic,4wd,full-size,43.154434,-75.934324,53.0
4005,40990,2013,3,8,45329,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
4006,12995,2014,2,6,155425,clean,automatic,rwd,full-size,42.477134,-82.949564,45.0
4007,9990,2012,2,8,127501,clean,automatic,rwd,full-size,40.468826,-74.281734,52.0
4008,3500,1999,2,8,165000,clean,automatic,4wd,full-size,40.60809099999999,-75.365926,53.0
4010,22000,2015,3,8,36000,rebuilt,automatic,4wd,full-size,43.6013,-84.7736,45.0
4011,17880,2010,3,8,130338,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
4015,3900,2006,2,8,233000,clean,automatic,rwd,full-size,35.881357,-80.100972,56.0
4016,10900,2011,2,8,160000,clean,automatic,4wd,full-size,43.1406,-93.385,47.0
4017,24077,2012,3,6,98462,clean,automatic,4wd,mid-size,34.25343,-77.85125,56.0
4018,11000,2008,3,8,180000,clean,automatic,rwd,full-size,36.144,-80.2376,56.0
4019,10999,2008,3,8,132614,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
4020,1500,1998,2,6,195000,clean,manual,rwd,full-size,35.8082,-82.9005,56.0
4021,14995,2010,3,8,80246,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
4022,21795,2015,2,6,103217,clean,automatic,4wd,full-size,35.796126,-78.554108,56.0
4023,21990,2014,3,8,96079,clean,automatic,4wd,full-size,43.154309,-75.930719,53.0
4024,13300,2013,3,8,102085,clean,automatic,rwd,mid-size,34.21788,-118.48452,59.0
4025,9900,2008,2,8,178526,clean,automatic,rwd,full-size,31.217814,-82.357716,59.0
4026,11995,2013,3,8,127124,clean,automatic,4wd,full-size,32.895161,-96.894589,67.0
4028,9500,2005,4,8,88000,clean,automatic,4wd,full-size,37.8642,-82.3741,52.0
4030,700,1995,1,8,240000,clean,automatic,rwd,full-size,64.761472,-147.284208,29.0
4033,1,2011,3,10,64984,clean,other,4wd,full-size,28.466088,-81.396429,65.0
4034,26000,2015,4,8,45000,clean,automatic,rwd,full-size,42.26065999999999,-84.40386600000001,45.0
4035,22000,2011,3,6,35000,clean,automatic,rwd,full-size,35.690415,-88.888707,59.0
4037,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
4038,20995,2011,3,6,148128,clean,automatic,4wd,full-size,35.616097,-78.541161,56.0
4039,4995,2007,2,8,169076,clean,automatic,rwd,full-size,42.952265,-87.879726,45.0
4040,25880,2014,3,6,104226,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
4041,21890,2016,3,6,74111,clean,automatic,rwd,full-size,43.154309,-75.93277900000001,53.0
4042,24995,2014,3,8,106588,clean,automatic,4wd,mid-size,34.59723,-112.3173,71.0
4043,2400,1992,2,8,163000,clean,automatic,rwd,full-size,28.0313,-80.5995,65.0
4044,25495,2014,3,8,39200,clean,automatic,fwd,full-size,41.85941500000001,-86.390437,45.0
4045,38995,2012,3,8,70274,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
4047,9491,2006,2,8,172299,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
4048,11995,2006,3,8,144388,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
4049,6400,2008,2,6,137431,clean,automatic,rwd,full-size,38.52158499999999,-90.012054,48.0
4051,26500,2014,3,6,43848,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
4052,30595,2015,3,8,20478,clean,automatic,4wd,mid-size,42.58998,-83.03095,45.0
4053,9250,2011,3,8,173000,clean,automatic,4wd,full-size,43.3047,-96.4363,47.0
4055,12990,2008,4,8,123129,clean,automatic,4wd,full-size,38.731803,-90.073678,48.0
4056,1550,2004,2,8,156000,clean,automatic,4wd,full-size,37.1484,-91.6828,52.0
4057,17000,2010,2,8,81128,clean,automatic,4wd,full-size,40.902588,-81.150479,49.0
4058,5483,2004,2,8,152816,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
4059,19700,2011,3,8,143000,clean,automatic,4wd,full-size,30.180421,-97.971611,67.0
4061,17550,2010,3,8,67486,clean,automatic,4wd,full-size,43.204762,-75.440834,53.0
4064,6500,2002,3,8,168000,clean,automatic,rwd,full-size,31.990858,-81.05541600000001,59.0
4065,6999,2001,2,8,227663,clean,automatic,4wd,full-size,38.298165,-104.612546,45.0
4066,17967,2011,3,6,59000,clean,automatic,rwd,full-size,35.848,-78.6317,56.0
4068,12995,2011,2,6,139508,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
4069,2999,1997,2,8,353431,clean,automatic,4wd,full-size,43.0348,-83.5268,45.0
4070,4400,2006,2,8,226000,clean,automatic,4wd,full-size,44.762952,-85.626693,45.0
4071,13950,2014,2,6,152150,clean,automatic,4wd,full-size,38.692648,-82.857744,49.0
4072,25870,2014,3,6,67630,clean,automatic,4wd,full-size,38.584848,-89.985587,48.0
4073,2500,1989,2,6,175000,clean,manual,4wd,full-size,31.8962,-81.294,59.0
4074,4650,1997,1,8,160100,clean,automatic,4wd,full-size,39.188579,-95.561918,51.0
4075,22998,2013,3,8,50871,clean,automatic,4wd,full-size,41.7427,-86.1411,48.0
4076,14000,2011,2,8,152000,rebuilt,automatic,4wd,full-size,38.555885,-86.278124,48.0
4077,26950,2014,2,8,69659,clean,automatic,4wd,full-size,33.512633,-86.79777,61.0
4078,40990,2013,3,8,45329,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
4079,9491,2006,2,8,172299,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
