,price,year,condition,cylinders,odometer,title_status,transmission,drive,size,lat,long,weather
1274,4850,2007,2,8,160000,clean,automatic,4wd,full-size,41.915301,-76.044859,53.0
1275,18499,2010,3,8,81032,clean,automatic,4wd,full-size,42.989707,-78.873274,53.0
1276,1,2004,3,8,182000,clean,automatic,rwd,full-size,37.2962,-93.4259,52.0
1277,1800,1985,2,6,70000,clean,automatic,rwd,full-size,42.590443,-78.459315,53.0
1278,21995,2014,2,6,81275,clean,automatic,rwd,full-size,36.08996,-96.05206,57.0
1279,32995,2016,3,8,40403,clean,automatic,4wd,full-size,38.671618,-94.36650999999999,52.0
1280,18998,2010,3,8,121000,clean,automatic,4wd,full-size,44.053757,-121.302076,50.0
1281,19999,2011,2,6,81281,clean,automatic,4wd,full-size,38.976487,-88.160859,48.0
1282,31995,2013,2,8,86005,clean,automatic,4wd,full-size,34.947213,-89.44095300000001,61.0
1283,24995,2015,3,6,68849,clean,automatic,4wd,full-size,42.701772,-89.00885799999999,45.0
1284,22900,2012,2,8,125874,clean,automatic,4wd,full-size,31.316064,-89.43711400000001,61.0
1286,14900,2014,3,6,77000,clean,automatic,rwd,full-size,28.9806,-81.2334,65.0
1287,1500,2004,2,8,270000,clean,automatic,4wd,full-size,40.8495,-99.2609,46.0
1288,2900,1999,2,8,169000,clean,automatic,rwd,full-size,34.3308,-119.3584,59.0
1289,25324,2013,3,6,69400,lien,automatic,4wd,full-size,44.9382,-93.6561,43.0
1290,12550,2007,3,8,139848,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1291,26900,2013,3,8,95208,clean,automatic,4wd,full-size,36.277213,-80.339822,56.0
1293,16995,2010,3,8,88402,rebuilt,automatic,4wd,full-size,44.409698,-89.880948,45.0
1294,34984,2015,3,6,70939,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
1297,3500,1995,2,8,115500,clean,automatic,4wd,full-size,42.319555,-85.498251,45.0
1298,10888,2010,2,8,190000,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
1299,25000,2014,3,6,54088,clean,automatic,4wd,mid-size,44.4737,-88.06308,45.0
1300,475,1993,0,6,426000,clean,manual,rwd,full-size,38.160481,-76.912735,55.0
1301,13500,2009,2,8,106448,clean,automatic,4wd,full-size,42.235513,-85.79445600000001,45.0
1303,14490,2011,2,8,126724,clean,automatic,rwd,full-size,35.325853,-82.465413,56.0
1304,8995,2005,3,8,110080,clean,automatic,rwd,full-size,42.032203,-91.611698,47.0
1305,6000,2001,2,8,156000,clean,automatic,4wd,full-size,40.0642,-74.6899,52.0
1306,42499,2014,3,8,25658,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
1307,12000,2007,3,8,155000,clean,automatic,4wd,full-size,38.9884,-78.3386,55.0
1308,1900,1996,1,8,208000,clean,manual,4wd,full-size,39.2839,-106.0628,45.0
1311,7800,2007,2,6,142977,clean,automatic,rwd,full-size,39.93702,-75.088111,52.0
1312,13995,2008,3,8,105033,clean,automatic,4wd,full-size,43.22355200000001,-77.372473,53.0
1313,24559,2013,2,8,108062,clean,automatic,4wd,full-size,35.01845,-85.204983,59.0
1314,5000,2006,1,8,130000,clean,automatic,4wd,full-size,40.476836,-81.353934,49.0
1315,4800,2002,3,6,150490,clean,automatic,rwd,full-size,31.530273,-97.18386600000001,67.0
1316,5300,1992,3,8,52000,clean,automatic,rwd,full-size,39.006436,-121.429009,59.0
1317,7988,2009,2,8,188000,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
1318,23900,2013,2,6,98605,clean,automatic,4wd,full-size,43.091932,-75.19596999999999,53.0
1320,12999,2009,2,8,117000,clean,automatic,4wd,full-size,40.958575,-81.359512,49.0
1321,23500,2013,3,8,132566,clean,automatic,4wd,full-size,38.8237,-97.6421,51.0
1322,23950,2011,4,8,58093,clean,automatic,4wd,full-size,41.344632,-75.688506,53.0
1323,10974,2007,3,8,132448,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
1324,19550,2011,3,8,95372,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1325,9660,2006,3,8,179931,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
1326,26900,2013,3,6,112902,clean,automatic,4wd,full-size,35.887189,-78.265568,56.0
1328,2700,1999,3,8,191,clean,automatic,4wd,full-size,39.836078,-83.987895,49.0
1331,32000,2015,3,6,31052,clean,automatic,4wd,mid-size,46.59003,-95.57415999999999,43.0
1333,1500,1993,1,8,230000,clean,automatic,4wd,mid-size,46.8233,-101.8223,38.0
1334,17995,2010,2,8,75063,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
1335,31990,2018,3,8,17621,clean,automatic,rwd,full-size,43.154309,-75.931063,53.0
1336,21995,2013,2,8,131535,clean,automatic,4wd,full-size,37.837488,-84.852078,50.0
1337,11977,2008,3,8,171488,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
1338,19995,2013,2,6,107739,clean,automatic,4wd,full-size,41.686718,-86.012028,48.0
1339,20995,2013,2,8,131535,clean,automatic,4wd,full-size,37.837488,-84.852078,50.0
1340,500,1983,1,6,163000,clean,manual,4wd,full-size,46.8564,-96.8123,38.0
1341,6950,2002,4,8,87891,clean,automatic,rwd,full-size,41.659345,-73.08260899999999,51.0
1343,12995,2014,2,6,155425,clean,automatic,rwd,full-size,42.477134,-82.949564,45.0
1344,29600,2015,3,6,24753,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
1345,9795,2004,3,8,149347,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
1347,25490,2014,4,6,16561,clean,automatic,4wd,full-size,42.955669,-91.817379,47.0
1349,20995,2013,2,8,131535,clean,automatic,4wd,full-size,37.837488,-84.852078,50.0
1351,32886,2018,3,6,18517,clean,automatic,4wd,mid-size,43.78124,-88.50265,45.0
1352,20999,2012,2,6,95030,clean,automatic,4wd,full-size,35.01845,-85.204983,59.0
1354,12995,2010,2,8,91664,clean,automatic,rwd,full-size,41.680677,-86.126046,48.0
1355,19463,2010,3,8,95484,clean,automatic,4wd,mid-size,28.03978,-81.94071,65.0
1356,38995,2012,3,8,70274,clean,automatic,4wd,full-size,38.611926,-121.423565,59.0
1357,4500,1998,1,8,126700,clean,manual,rwd,full-size,37.099509,-85.316384,50.0
1359,23600,2013,2,6,75000,clean,automatic,4wd,full-size,43.1479,-93.0002,47.0
1360,8995,2006,3,8,138975,clean,automatic,4wd,full-size,40.842755,-96.694022,46.0
1362,6499,2006,3,8,130244,clean,automatic,rwd,full-size,27.873066,-82.78672900000001,65.0
1363,11995,2006,3,8,121978,clean,automatic,rwd,full-size,38.159627,-85.69770799999999,50.0
1364,3495,2002,2,8,201803,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
1368,11895,2006,3,8,108538,clean,automatic,4wd,mid-size,43.271073,-89.724397,45.0
1369,20990,2012,3,6,70444,clean,automatic,4wd,full-size,43.154434,-75.931578,53.0
1370,4200,2004,3,6,138000,clean,manual,fwd,full-size,37.3178,-76.7634,55.0
1371,5990,2004,4,8,210445,clean,automatic,4wd,full-size,38.731803,-90.073678,48.0
1372,3900,2007,2,6,250000,clean,automatic,rwd,full-size,28.0384,-82.3949,65.0
1373,4500,2006,1,8,143000,clean,automatic,4wd,full-size,43.405559,-85.799446,45.0
1374,22900,2015,3,8,99108,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
1377,29000,2010,3,8,95000,clean,automatic,4wd,full-size,41.67139,-74.09128199999999,53.0
1378,30795,2014,3,6,24880,clean,automatic,4wd,full-size,38.588302,-89.923783,48.0
1379,6995,2004,2,8,121000,clean,automatic,4wd,full-size,44.9588,-123.0753,50.0
1380,31000,2015,3,6,24753,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
1382,16995,2002,2,8,65336,clean,automatic,rwd,full-size,33.711509,-78.909582,60.0
1383,3200,2000,2,8,233000,clean,automatic,4wd,full-size,29.356712,-98.486214,67.0
1384,4500,1997,2,8,263048,clean,automatic,4wd,full-size,38.062801,-97.931464,51.0
1385,14995,2011,2,8,122000,clean,automatic,4wd,full-size,39.91533,-94.808774,52.0
1386,24999,2011,4,8,67000,clean,automatic,4wd,full-size,42.868175,-85.862086,45.0
1388,6800,2006,2,8,213000,clean,automatic,4wd,full-size,43.077111,-83.59822,45.0
1389,5200,2005,2,8,150000,clean,automatic,rwd,full-size,34.386,-102.9901,67.0
1390,6995,2003,3,8,167662,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
1391,9892,2006,2,8,165650,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
1392,18995,2012,3,8,57000,rebuilt,automatic,4wd,full-size,40.2688,-76.1013,53.0
1393,5995,1999,3,8,235430,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
1395,4500,2006,2,6,185000,clean,automatic,rwd,full-size,32.818049,-115.366363,59.0
1397,1950,1985,1,8,150521,clean,automatic,rwd,full-size,40.1779,-105.1009,45.0
1398,7900,2005,3,8,101000,clean,automatic,4wd,full-size,42.484503,-92.324974,47.0
1400,6500,2004,3,8,64000,rebuilt,automatic,rwd,full-size,42.690461,-73.564391,53.0
1401,14985,2013,3,6,74692,clean,automatic,rwd,full-size,35.844256,-79.938755,56.0
1403,20984,2013,3,8,57242,clean,automatic,4wd,full-size,45.75027100000001,-111.184096,40.0
1404,8000,2007,2,8,181000,clean,automatic,rwd,full-size,34.9535,-85.2968,59.0
1405,2100,1993,2,8,116000,clean,automatic,4wd,full-size,37.278145,-107.859476,45.0
1407,4000,2004,2,8,214000,clean,automatic,4wd,full-size,41.213368,-91.540017,47.0
1408,8998,2009,2,8,184376,clean,automatic,4wd,mid-size,39.691327,-104.987625,45.0
1411,5,2006,3,8,97000,clean,automatic,4wd,full-size,41.7759,-111.8068,50.0
1413,9770,2007,3,8,170320,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1414,28999,2013,3,6,88485,clean,automatic,4wd,full-size,35.839694,-86.387087,59.0
1415,24999,2011,4,8,67000,clean,automatic,4wd,full-size,42.868175,-85.862086,45.0
1416,12900,2010,4,8,36137,salvage,automatic,4wd,mid-size,34.9803,-81.9168,60.0
1417,6990,2010,3,8,185629,clean,automatic,4wd,full-size,41.117453,-81.34900400000001,49.0
1418,9995,2009,2,8,164552,clean,automatic,4wd,full-size,43.63399999999999,-116.3419,47.0
1420,2600,1998,2,8,136200,clean,automatic,rwd,full-size,39.940362,-82.987461,49.0
1423,21990,2014,3,8,96079,clean,automatic,4wd,full-size,43.154058,-75.931063,53.0
1424,14750,2014,3,6,124800,clean,automatic,rwd,full-size,33.6819,-112.0996,71.0
1425,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
1426,1500,1993,1,8,151000,clean,automatic,4wd,full-size,41.2382,-95.9336,46.0
1428,17400,2007,3,8,30415,clean,automatic,4wd,full-size,47.830597,-110.662694,40.0
1429,5483,2004,2,8,152816,clean,automatic,4wd,full-size,41.46389,-81.7693,49.0
1431,37999,2016,3,8,13202,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
1434,4900,2007,2,6,90000,clean,automatic,rwd,full-size,40.616946,-75.44178199999999,53.0
1435,2495,1997,1,8,197193,clean,automatic,4wd,full-size,31.119086,-97.737989,67.0
1436,2000,1995,2,8,293000,clean,automatic,rwd,full-size,29.518949,-98.819103,67.0
1437,8500,2004,1,8,119818,clean,automatic,4wd,full-size,43.521608,-88.220791,45.0
1439,18989,2010,3,8,52206,clean,automatic,4wd,mid-size,41.03055999999999,-80.72808,49.0
1440,7995,2006,2,8,154002,clean,automatic,rwd,full-size,35.661076,-78.703988,56.0
1441,1600,2003,1,8,278000,clean,automatic,rwd,full-size,30.356138,-87.181149,65.0
1442,8464,2008,3,8,169457,clean,automatic,4wd,mid-size,41.10224,-81.48186,49.0
1443,25452,2013,3,8,37419,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
1444,14000,2008,3,8,116000,clean,automatic,4wd,full-size,37.3951,-94.7105,51.0
1445,5,2006,3,8,97000,clean,automatic,4wd,full-size,64.8378,-147.7164,29.0
1446,34990,2016,2,6,29659,clean,automatic,4wd,full-size,45.978572,-94.34201800000001,43.0
1447,28495,2012,2,8,52315,clean,automatic,4wd,full-size,39.831608,-74.65300699999999,52.0
1448,2000,1999,2,8,240000,clean,manual,4wd,full-size,37.904,-83.3888,50.0
1449,5000,2002,3,8,150000,clean,automatic,4wd,full-size,27.3908,-80.3246,65.0
1450,6995,2003,3,8,167662,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
1451,6900,2004,3,8,155000,clean,automatic,rwd,compact,38.1381,-85.6953,50.0
1452,5500,2005,2,8,145000,clean,automatic,4wd,full-size,42.426,-83.15,45.0
1453,40000,2015,4,6,28600,clean,automatic,4wd,full-size,47.3845,-122.0574,50.0
1454,31412,2016,3,8,43813,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
1455,2500,1998,1,8,14500,clean,automatic,4wd,full-size,40.0422,-87.600339,48.0
1456,16000,2012,3,8,145000,clean,automatic,4wd,full-size,44.100683,-91.812674,43.0
1457,19500,2010,2,8,95000,clean,automatic,4wd,full-size,35.364836,-82.378235,56.0
1458,22000,2013,3,8,142245,clean,automatic,4wd,full-size,35.887189,-78.265568,56.0
1459,23800,2014,3,8,93580,clean,automatic,4wd,full-size,33.066044,-89.593906,61.0
1461,9880,2006,3,8,112213,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
1462,11995,2006,3,8,121978,clean,automatic,rwd,full-size,38.159627,-85.69770799999999,50.0
1463,5900,2010,2,6,136000,clean,automatic,rwd,full-size,41.6825,-71.2676,49.0
1464,38496,2015,3,6,40359,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
1466,9550,2006,3,8,168942,clean,automatic,4wd,mid-size,44.87313,-87.89568,45.0
1468,17500,1991,2,8,98000,clean,automatic,4wd,full-size,42.894302,-85.881979,45.0
1469,8200,2006,3,8,206000,rebuilt,automatic,4wd,full-size,40.7939,-74.0258,52.0
1470,5800,2006,3,6,112413,clean,automatic,rwd,full-size,28.079232,-80.674959,65.0
1471,5496,2003,2,8,141021,clean,automatic,4wd,full-size,44.602263,-73.16141,44.0
1472,19995,2012,2,6,110300,clean,automatic,4wd,full-size,37.678867,-97.070307,51.0
1474,19966,2014,3,8,77955,clean,automatic,4wd,mid-size,44.73188,-93.2162,43.0
1475,27000,2015,3,8,29000,clean,automatic,4wd,full-size,43.2193,-75.4498,53.0
1476,10800,2011,3,6,116000,clean,automatic,4wd,full-size,48.0853,-97.1943,38.0
1477,24999,2011,4,8,67000,clean,automatic,4wd,full-size,42.868175,-85.862086,45.0
1478,8500,2008,2,8,172000,lien,automatic,4wd,full-size,43.8673,-92.4547,43.0
1479,10500,2011,4,8,210000,clean,automatic,4wd,full-size,47.17734,-96.805456,43.0
1480,5995,1999,3,8,235430,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
1481,21995,2015,2,6,103407,clean,automatic,4wd,full-size,35.661076,-78.703988,56.0
1482,33495,2016,3,6,27000,clean,automatic,4wd,full-size,42.069349,-76.122861,53.0
1484,3500,1999,3,8,141000,clean,automatic,fwd,full-size,35.247862,-80.742989,56.0
1487,25999,2014,3,8,35231,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
1489,16995,2002,2,8,65336,clean,automatic,rwd,full-size,33.711509,-78.909582,60.0
1490,9995,2010,2,8,160000,clean,automatic,rwd,full-size,35.4897,-78.7249,56.0
1491,27995,2014,3,8,64765,clean,automatic,4wd,full-size,39.52205900000001,-119.78845,46.0
1492,39999,2016,3,6,53773,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
1494,7750,2010,2,8,215000,clean,automatic,rwd,full-size,39.344248,-84.538508,49.0
1495,25000,2013,3,8,105000,clean,automatic,4wd,full-size,30.8668,-88.649,61.0
1497,28000,2015,3,6,103000,clean,automatic,4wd,full-size,43.826793,-111.817984,47.0
1498,18600,2012,3,6,147000,clean,automatic,4wd,full-size,41.648507,-93.56403399999999,47.0
1500,41750,2018,4,6,4500,clean,automatic,4wd,full-size,35.3192,-82.5,56.0
1502,8495,2006,3,8,152536,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
1503,7300,2011,3,6,56000,rebuilt,automatic,rwd,full-size,26.132511,-98.212747,67.0
1504,18900,2013,2,8,68288,clean,automatic,rwd,full-size,31.316064,-89.43711400000001,61.0
1505,4999,2007,3,8,111650,clean,automatic,rwd,mid-size,29.683989,-95.289917,67.0
1506,4990,2004,3,8,156830,clean,automatic,4wd,full-size,40.857729,-96.645223,46.0
1507,29450,2015,2,8,76669,clean,automatic,4wd,full-size,35.273684,-93.120968,59.0
1508,14995,2014,2,6,109845,clean,automatic,4wd,full-size,41.203996,-96.115593,46.0
1510,32992,2017,3,6,36882,clean,automatic,4wd,mid-size,35.821163,-90.671453,59.0
1514,33000,2016,3,6,41500,clean,automatic,4wd,full-size,43.6042,-88.2729,45.0
1515,11995,2006,3,8,144388,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
1517,7500,2004,4,8,29500,clean,manual,rwd,full-size,35.600509,-82.381496,56.0
1518,1050,2006,3,8,98000,clean,automatic,4wd,full-size,41.747,-111.8226,50.0
1519,7995,2000,3,8,183000,clean,automatic,rwd,full-size,39.363221,-121.686417,59.0
1520,13977,2013,2,6,106454,clean,automatic,rwd,full-size,42.345504,-88.269936,48.0
1521,24500,2010,4,8,68524,clean,automatic,4wd,full-size,61.166353,-149.847206,29.0
1522,5995,1997,2,8,109673,clean,automatic,rwd,full-size,32.212026,-89.888615,61.0
1523,3500,1994,2,8,172000,clean,automatic,4wd,full-size,37.321038,-86.078864,50.0
1524,3600,2001,3,8,214000,clean,automatic,rwd,full-size,38.9536,-92.745,52.0
1525,3500,1999,3,6,151000,clean,automatic,fwd,mid-size,38.0891,-85.6548,50.0
1526,29995,2015,3,8,35254,clean,automatic,4wd,full-size,40.158958,-105.031313,45.0
1527,1000,1996,1,8,214000,clean,automatic,4wd,full-size,43.4825,-89.7462,45.0
1529,20400,2014,3,6,79579,clean,automatic,rwd,mid-size,34.74851,-77.41559000000001,56.0
1530,3999,2003,3,6,244649,clean,automatic,rwd,full-size,39.982579,-74.795374,52.0
1531,14995,2011,2,6,119764,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
1532,10900,2006,3,8,7000,clean,automatic,4wd,full-size,40.3958,-111.8506,50.0
1533,8995,2006,3,8,159000,clean,automatic,4wd,full-size,37.118052,-93.480523,52.0
1534,5300,1994,3,6,85000,clean,automatic,rwd,full-size,34.7256,-111.9086,71.0
1535,1500,2001,1,8,198000,clean,automatic,4wd,full-size,42.884789,-78.814219,53.0
1537,10900,2004,3,8,146000,clean,automatic,4wd,full-size,36.6955,-93.115,52.0
1540,9000,1994,2,8,83230,clean,manual,4wd,full-size,36.4248,-84.0907,59.0
1541,16900,2010,3,8,125985,clean,automatic,4wd,full-size,35.887189,-78.265568,56.0
1542,23988,2014,3,8,63368,clean,automatic,4wd,mid-size,42.22969000000001,-83.48548000000001,45.0
1543,18900,2015,3,6,120000,clean,automatic,4wd,mid-size,42.539295,-82.978535,45.0
1544,27993,2016,3,6,17312,clean,automatic,4wd,mid-size,44.52039,-88.06645,45.0
1547,9500,2005,3,8,130000,clean,automatic,rwd,full-size,35.6884,-81.3612,56.0
1551,12999,2008,2,8,122898,clean,automatic,rwd,full-size,36.56571,-119.613004,59.0
1552,1995,1999,2,8,200000,clean,automatic,4wd,full-size,45.124807,-93.126571,43.0
1553,5495,1999,3,8,235430,clean,automatic,4wd,full-size,45.518031,-122.578752,50.0
1554,12999,2011,3,8,130000,clean,automatic,rwd,full-size,43.072739,-78.856726,53.0
1555,12488,2010,2,8,144570,clean,automatic,4wd,full-size,42.892121,-85.665539,45.0
1556,35995,2011,2,8,64719,clean,automatic,4wd,full-size,33.946412,-117.295118,59.0
1557,5250,2004,2,8,112344,clean,automatic,4wd,full-size,42.5951,-73.6826,53.0
1558,27500,2016,3,6,57000,clean,automatic,4wd,full-size,37.7773,-90.4094,52.0
1559,29998,2013,3,6,45641,clean,automatic,4wd,mid-size,42.67438,-82.81765,45.0
1560,13988,2013,2,6,48459,clean,automatic,rwd,full-size,45.553434,-94.231841,43.0
1561,31990,2018,3,8,17621,clean,automatic,rwd,full-size,43.154434,-75.931063,53.0
1562,9498,2009,2,8,184376,clean,automatic,4wd,mid-size,39.691327,-104.987625,45.0
1564,24999,2011,4,8,67000,clean,automatic,4wd,full-size,42.868175,-85.862086,45.0
1565,15999,2008,4,8,59100,clean,automatic,4wd,full-size,43.2291,-77.3088,53.0
1566,22894,2010,4,8,101071,clean,automatic,4wd,full-size,32.18182,-90.13761099999999,61.0
1567,17995,2014,2,6,122043,clean,automatic,4wd,full-size,42.477134,-82.949564,45.0
1568,1,2016,2,6,27144,clean,automatic,4wd,full-size,38.172315,-85.711007,50.0
1569,8950,2005,2,8,172244,clean,automatic,rwd,full-size,30.649625,-88.127994,61.0
1571,8695,2009,3,8,120951,clean,automatic,4wd,full-size,41.024539,-80.730694,49.0
1572,4800,2004,2,8,141399,clean,manual,rwd,full-size,38.2683,-85.4845,50.0
1573,14999,2013,3,6,147829,clean,automatic,4wd,full-size,44.282878,-121.173875,50.0
1574,16900,2009,4,8,139000,clean,automatic,4wd,full-size,36.00933300000001,-88.399276,59.0
1576,20981,2013,3,8,135332,clean,automatic,4wd,mid-size,39.11632,-94.75917,51.0
1577,8495,2006,3,8,152536,clean,automatic,4wd,full-size,38.159627,-85.69770799999999,50.0
1582,35403,2016,3,6,22375,clean,automatic,4wd,mid-size,43.75891,-87.75358,45.0
1583,24770,2014,3,6,78543,clean,automatic,4wd,mid-size,44.57437,-88.16024,45.0
1584,7988,2009,2,8,188000,clean,automatic,4wd,full-size,30.520244,-89.647288,61.0
1586,10495,2004,3,8,102900,clean,automatic,4wd,full-size,32.754615,-97.062343,67.0
1587,1,2018,3,10,20983,clean,other,4wd,full-size,28.466088,-81.396429,65.0
1588,1995,1998,2,8,203930,clean,automatic,4wd,full-size,41.680321,-86.16030699999999,48.0
1589,1500,2005,1,8,1000000,clean,automatic,4wd,full-size,36.8437,-76.811,55.0
1590,6987,2001,3,8,168953,clean,automatic,4wd,full-size,37.911918,-84.559276,50.0
1591,5400,2002,4,8,60367,clean,automatic,rwd,full-size,37.715083,-122.444,59.0
1592,2800,2000,2,8,266000,clean,automatic,4wd,full-size,42.490663,-83.28045300000001,45.0
1593,21500,2012,3,8,57500,lien,automatic,rwd,full-size,40.879,-83.8914,49.0
